Window size: 1000, batch size: 10, learning rate: 1e-05, epochs: 1000
Input dimension: 270, hidden dimension: 400, layer dimension: 1, output dimension: 5

Model loss after 1 epochs = 1.5987892150878906, accuracy = 0.30000001192092896
Model loss after 377 epochs = 1.1558300256729126, accuracy = 0.8333333730697632
Model loss after 378 epochs = 1.154157042503357, accuracy = 0.8083333969116211
Model loss after 379 epochs = 1.1554839611053467, accuracy = 0.8083333969116211
Model loss after 380 epochs = 1.154405951499939, accuracy = 0.8083333969116211
Model loss after 381 epochs = 1.1533081531524658, accuracy = 0.8166667222976685
Model loss after 382 epochs = 1.1527583599090576, accuracy = 0.8166667222976685
Model loss after 383 epochs = 1.152056336402893, accuracy = 0.8250000476837158
Model loss after 384 epochs = 1.1501139402389526, accuracy = 0.8166667222976685
Model loss after 385 epochs = 1.1493167877197266, accuracy = 0.8166667222976685
Model loss after 386 epochs = 1.1530113220214844, accuracy = 0.8166667222976685
Model loss after 387 epochs = 1.1556317806243896, accuracy = 0.8000000715255737
Model loss after 388 epochs = 1.1560496091842651, accuracy = 0.8166667222976685
Model loss after 389 epochs = 1.1557574272155762, accuracy = 0.8250000476837158
Model loss after 390 epochs = 1.1561110019683838, accuracy = 0.8083333969116211
Model loss after 391 epochs = 1.1533904075622559, accuracy = 0.8250000476837158
Model loss after 392 epochs = 1.1567498445510864, accuracy = 0.8000000715255737
Model loss after 393 epochs = 1.1514666080474854, accuracy = 0.8000000715255737
Model loss after 394 epochs = 1.1551841497421265, accuracy = 0.8000000715255737
Model loss after 395 epochs = 1.1538145542144775, accuracy = 0.8000000715255737
Model loss after 396 epochs = 1.1494606733322144, accuracy = 0.8250000476837158
Model loss after 397 epochs = 1.14710533618927, accuracy = 0.8166667222976685
Model loss after 398 epochs = 1.1477128267288208, accuracy = 0.8250000476837158
Model loss after 399 epochs = 1.1500190496444702, accuracy = 0.8166667222976685
Model loss after 400 epochs = 1.1508523225784302, accuracy = 0.8166667222976685
Model loss after 401 epochs = 1.1480216979980469, accuracy = 0.8166667222976685
Model loss after 402 epochs = 1.1492432355880737, accuracy = 0.8083333969116211
Model loss after 403 epochs = 1.1487740278244019, accuracy = 0.8166667222976685
Model loss after 404 epochs = 1.1485987901687622, accuracy = 0.8000000715255737
Model loss after 405 epochs = 1.1477433443069458, accuracy = 0.8083333969116211
Model loss after 406 epochs = 1.148042917251587, accuracy = 0.7916666865348816
Model loss after 407 epochs = 1.1508581638336182, accuracy = 0.8000000715255737
Model loss after 408 epochs = 1.1438220739364624, accuracy = 0.8083333969116211
Model loss after 409 epochs = 1.148584246635437, accuracy = 0.8083333969116211
Model loss after 410 epochs = 1.1484315395355225, accuracy = 0.8083333969116211
Model loss after 411 epochs = 1.1446949243545532, accuracy = 0.8083333969116211
Model loss after 412 epochs = 1.1461334228515625, accuracy = 0.8083333969116211
Model loss after 413 epochs = 1.1441315412521362, accuracy = 0.8333333730697632
Model loss after 414 epochs = 1.1413089036941528, accuracy = 0.8250000476837158
Model loss after 415 epochs = 1.1422069072723389, accuracy = 0.8250000476837158
Model loss after 416 epochs = 1.142430067062378, accuracy = 0.8333333730697632
Model loss after 417 epochs = 1.1385141611099243, accuracy = 0.8333333730697632
Model loss after 418 epochs = 1.1409109830856323, accuracy = 0.8333333730697632
Model loss after 419 epochs = 1.1359906196594238, accuracy = 0.8333333730697632
Model loss after 420 epochs = 1.1389312744140625, accuracy = 0.8250000476837158
Model loss after 421 epochs = 1.1378306150436401, accuracy = 0.8250000476837158
Model loss after 422 epochs = 1.1389843225479126, accuracy = 0.8250000476837158
Model loss after 423 epochs = 1.1368958950042725, accuracy = 0.8250000476837158
Model loss after 424 epochs = 1.138073444366455, accuracy = 0.8250000476837158
Model loss after 425 epochs = 1.1366252899169922, accuracy = 0.8416666984558105
Model loss after 426 epochs = 1.1388804912567139, accuracy = 0.8250000476837158
Model loss after 427 epochs = 1.1391074657440186, accuracy = 0.8166667222976685
Model loss after 428 epochs = 1.1395102739334106, accuracy = 0.8083333969116211
Model loss after 429 epochs = 1.1391032934188843, accuracy = 0.8083333969116211
Model loss after 430 epochs = 1.1396522521972656, accuracy = 0.8166667222976685
Model loss after 431 epochs = 1.136460542678833, accuracy = 0.8083333969116211
Model loss after 432 epochs = 1.1358994245529175, accuracy = 0.8166667222976685
Model loss after 433 epochs = 1.1331342458724976, accuracy = 0.8166667222976685
Model loss after 434 epochs = 1.137823462486267, accuracy = 0.8250000476837158
Model loss after 435 epochs = 1.1361196041107178, accuracy = 0.8000000715255737
Model loss after 436 epochs = 1.1354151964187622, accuracy = 0.8166667222976685
Model loss after 437 epochs = 1.1341725587844849, accuracy = 0.8333333730697632
Model loss after 438 epochs = 1.1337388753890991, accuracy = 0.8166667222976685
Model loss after 439 epochs = 1.1334422826766968, accuracy = 0.8166667222976685
Model loss after 440 epochs = 1.1337569952011108, accuracy = 0.8166667222976685
Model loss after 441 epochs = 1.1325137615203857, accuracy = 0.8083333969116211
Model loss after 442 epochs = 1.1331768035888672, accuracy = 0.8166667222976685
Model loss after 443 epochs = 1.129493236541748, accuracy = 0.8166667222976685
Model loss after 444 epochs = 1.1303597688674927, accuracy = 0.8250000476837158
Model loss after 445 epochs = 1.1281242370605469, accuracy = 0.8250000476837158
Model loss after 446 epochs = 1.1303086280822754, accuracy = 0.8166667222976685
Model loss after 447 epochs = 1.1280276775360107, accuracy = 0.8083333969116211
Model loss after 448 epochs = 1.1288692951202393, accuracy = 0.8000000715255737
Model loss after 449 epochs = 1.1260173320770264, accuracy = 0.8166667222976685
Model loss after 450 epochs = 1.127078652381897, accuracy = 0.8166667222976685
Model loss after 451 epochs = 1.1240006685256958, accuracy = 0.8083333969116211
Model loss after 452 epochs = 1.1234538555145264, accuracy = 0.8083333969116211
Model loss after 453 epochs = 1.1215465068817139, accuracy = 0.8083333969116211
Model loss after 454 epochs = 1.1239988803863525, accuracy = 0.8166667222976685
Model loss after 455 epochs = 1.1281397342681885, accuracy = 0.8000000715255737
Model loss after 456 epochs = 1.1254123449325562, accuracy = 0.8166667222976685
Model loss after 457 epochs = 1.125314712524414, accuracy = 0.8166667222976685
Model loss after 458 epochs = 1.1222419738769531, accuracy = 0.8166667222976685
Model loss after 459 epochs = 1.119401454925537, accuracy = 0.8166667222976685
Model loss after 460 epochs = 1.12492835521698, accuracy = 0.8166667222976685
Model loss after 461 epochs = 1.1148219108581543, accuracy = 0.8250000476837158
Model loss after 462 epochs = 1.1177475452423096, accuracy = 0.8250000476837158
Model loss after 463 epochs = 1.1190379858016968, accuracy = 0.8166667222976685
Model loss after 464 epochs = 1.118203043937683, accuracy = 0.8250000476837158
Model loss after 465 epochs = 1.1141140460968018, accuracy = 0.8333333730697632
Model loss after 466 epochs = 1.1177252531051636, accuracy = 0.8500000238418579
Model loss after 467 epochs = 1.118427038192749, accuracy = 0.8333333730697632
Model loss after 468 epochs = 1.117655873298645, accuracy = 0.8333333730697632
Model loss after 469 epochs = 1.1182724237442017, accuracy = 0.8250000476837158
Model loss after 470 epochs = 1.1161079406738281, accuracy = 0.8500000238418579
Model loss after 471 epochs = 1.1174341440200806, accuracy = 0.8416666984558105
Model loss after 472 epochs = 1.1168041229248047, accuracy = 0.8416666984558105
Model loss after 473 epochs = 1.1158249378204346, accuracy = 0.8416666984558105
Model loss after 474 epochs = 1.118058681488037, accuracy = 0.8166667222976685
Model loss after 475 epochs = 1.1141376495361328, accuracy = 0.8250000476837158
Model loss after 476 epochs = 1.1138126850128174, accuracy = 0.8333333730697632
Model loss after 477 epochs = 1.1137617826461792, accuracy = 0.8416666984558105
Model loss after 478 epochs = 1.1162304878234863, accuracy = 0.8333333730697632
Model loss after 479 epochs = 1.115211844444275, accuracy = 0.8333333730697632
Model loss after 480 epochs = 1.1138217449188232, accuracy = 0.8250000476837158
Model loss after 481 epochs = 1.109979510307312, accuracy = 0.8333333730697632
Model loss after 482 epochs = 1.1092954874038696, accuracy = 0.8250000476837158
Model loss after 483 epochs = 1.1113616228103638, accuracy = 0.8416666984558105
Model loss after 484 epochs = 1.1119599342346191, accuracy = 0.8333333730697632
Model loss after 485 epochs = 1.1092883348464966, accuracy = 0.8333333730697632
Model loss after 486 epochs = 1.1065446138381958, accuracy = 0.8416666984558105
Model loss after 487 epochs = 1.1045674085617065, accuracy = 0.8416666984558105
Model loss after 488 epochs = 1.1073590517044067, accuracy = 0.8416666984558105
Model loss after 489 epochs = 1.1045321226119995, accuracy = 0.8500000238418579
Model loss after 490 epochs = 1.1017251014709473, accuracy = 0.8500000238418579
Model loss after 491 epochs = 1.1037566661834717, accuracy = 0.8416666984558105
Model loss after 492 epochs = 1.1013466119766235, accuracy = 0.8583333492279053
Model loss after 493 epochs = 1.1023743152618408, accuracy = 0.8583333492279053
Model loss after 494 epochs = 1.103226900100708, accuracy = 0.8416666984558105
Model loss after 495 epochs = 1.1025673151016235, accuracy = 0.8583333492279053
Model loss after 496 epochs = 1.1005507707595825, accuracy = 0.8500000238418579
Model loss after 497 epochs = 1.101678490638733, accuracy = 0.8500000238418579
Model loss after 498 epochs = 1.101399302482605, accuracy = 0.8416666984558105
Model loss after 499 epochs = 1.1019268035888672, accuracy = 0.8583333492279053
Model loss after 500 epochs = 1.103601098060608, accuracy = 0.8583333492279053
Model loss after 501 epochs = 1.102921724319458, accuracy = 0.8416666984558105
Model loss after 502 epochs = 1.1030017137527466, accuracy = 0.8333333730697632
Model loss after 503 epochs = 1.0983906984329224, accuracy = 0.8416666984558105
Model loss after 504 epochs = 1.0980360507965088, accuracy = 0.8416666984558105
Model loss after 505 epochs = 1.098787784576416, accuracy = 0.8333333730697632
Model loss after 506 epochs = 1.0991275310516357, accuracy = 0.8416666984558105
Model loss after 507 epochs = 1.100661039352417, accuracy = 0.8333333730697632
Model loss after 508 epochs = 1.102294683456421, accuracy = 0.8333333730697632
Model loss after 509 epochs = 1.099815845489502, accuracy = 0.8416666984558105
Model loss after 510 epochs = 1.1016483306884766, accuracy = 0.8250000476837158
Model loss after 511 epochs = 1.0974602699279785, accuracy = 0.8250000476837158
Model loss after 512 epochs = 1.1009846925735474, accuracy = 0.8250000476837158
Model loss after 513 epochs = 1.1015933752059937, accuracy = 0.8250000476837158
Model loss after 514 epochs = 1.1019172668457031, accuracy = 0.8166667222976685
Model loss after 515 epochs = 1.1005165576934814, accuracy = 0.8250000476837158
Model loss after 516 epochs = 1.0978518724441528, accuracy = 0.8416666984558105
Model loss after 517 epochs = 1.095664620399475, accuracy = 0.8416666984558105
Model loss after 518 epochs = 1.095705270767212, accuracy = 0.8416666984558105
Model loss after 519 epochs = 1.0960533618927002, accuracy = 0.8333333730697632
Model loss after 520 epochs = 1.0982377529144287, accuracy = 0.8333333730697632
Model loss after 521 epochs = 1.0960613489151, accuracy = 0.8250000476837158
Model loss after 522 epochs = 1.095895528793335, accuracy = 0.8250000476837158
Model loss after 523 epochs = 1.095607042312622, accuracy = 0.8333333730697632
Model loss after 524 epochs = 1.0924415588378906, accuracy = 0.8416666984558105
Model loss after 525 epochs = 1.0919522047042847, accuracy = 0.8416666984558105
Model loss after 526 epochs = 1.0933897495269775, accuracy = 0.8333333730697632
Model loss after 527 epochs = 1.0937072038650513, accuracy = 0.8416666984558105
Model loss after 528 epochs = 1.0925236940383911, accuracy = 0.8333333730697632
Model loss after 529 epochs = 1.0961620807647705, accuracy = 0.8250000476837158
Model loss after 530 epochs = 1.0948309898376465, accuracy = 0.8250000476837158
Model loss after 531 epochs = 1.0940954685211182, accuracy = 0.8416666984558105
Model loss after 532 epochs = 1.0928120613098145, accuracy = 0.8250000476837158
Model loss after 533 epochs = 1.0927172899246216, accuracy = 0.8333333730697632
Model loss after 534 epochs = 1.0912314653396606, accuracy = 0.8333333730697632
Model loss after 535 epochs = 1.0903887748718262, accuracy = 0.8333333730697632
Model loss after 536 epochs = 1.0906257629394531, accuracy = 0.8250000476837158
Model loss after 537 epochs = 1.0909991264343262, accuracy = 0.8333333730697632
Model loss after 538 epochs = 1.0926350355148315, accuracy = 0.8416666984558105
Model loss after 539 epochs = 1.0895158052444458, accuracy = 0.8416666984558105
Model loss after 540 epochs = 1.0910271406173706, accuracy = 0.8333333730697632
Model loss after 541 epochs = 1.089250087738037, accuracy = 0.8333333730697632
Model loss after 542 epochs = 1.0900342464447021, accuracy = 0.8416666984558105
Model loss after 543 epochs = 1.0868080854415894, accuracy = 0.8416666984558105
Model loss after 544 epochs = 1.0872228145599365, accuracy = 0.8416666984558105
Model loss after 545 epochs = 1.0869196653366089, accuracy = 0.8416666984558105
Model loss after 546 epochs = 1.0852619409561157, accuracy = 0.8500000238418579
Model loss after 547 epochs = 1.0874005556106567, accuracy = 0.8333333730697632
Model loss after 548 epochs = 1.0868659019470215, accuracy = 0.8416666984558105
Model loss after 549 epochs = 1.0872795581817627, accuracy = 0.8333333730697632
Model loss after 550 epochs = 1.0870269536972046, accuracy = 0.8333333730697632
Model loss after 551 epochs = 1.0873442888259888, accuracy = 0.8333333730697632
Model loss after 552 epochs = 1.0852466821670532, accuracy = 0.8333333730697632
Model loss after 553 epochs = 1.0826563835144043, accuracy = 0.8416666984558105
Model loss after 554 epochs = 1.0818630456924438, accuracy = 0.8333333730697632
Model loss after 555 epochs = 1.0824569463729858, accuracy = 0.8416666984558105
Model loss after 556 epochs = 1.0854346752166748, accuracy = 0.8500000238418579
Model loss after 557 epochs = 1.082480788230896, accuracy = 0.8500000238418579
Model loss after 558 epochs = 1.0825045108795166, accuracy = 0.8666667342185974
Model loss after 559 epochs = 1.084662675857544, accuracy = 0.8416666984558105
Model loss after 560 epochs = 1.0844122171401978, accuracy = 0.8416666984558105
Model loss after 561 epochs = 1.084022879600525, accuracy = 0.8500000238418579
Model loss after 562 epochs = 1.0838364362716675, accuracy = 0.8333333730697632
Model loss after 563 epochs = 1.0834578275680542, accuracy = 0.8416666984558105
Model loss after 564 epochs = 1.0858510732650757, accuracy = 0.8333333730697632
Model loss after 565 epochs = 1.0811811685562134, accuracy = 0.8500000238418579
Model loss after 566 epochs = 1.0800575017929077, accuracy = 0.8500000238418579
Model loss after 567 epochs = 1.0786383152008057, accuracy = 0.8416666984558105
Model loss after 568 epochs = 1.078802227973938, accuracy = 0.8416666984558105
Model loss after 569 epochs = 1.0786280632019043, accuracy = 0.8500000238418579
Model loss after 570 epochs = 1.0783805847167969, accuracy = 0.8500000238418579
Model loss after 571 epochs = 1.076614499092102, accuracy = 0.8583333492279053
Model loss after 572 epochs = 1.077757477760315, accuracy = 0.8333333730697632
Model loss after 573 epochs = 1.07866632938385, accuracy = 0.8500000238418579
Model loss after 574 epochs = 1.0804061889648438, accuracy = 0.8416666984558105
Model loss after 575 epochs = 1.0801206827163696, accuracy = 0.8416666984558105
Model loss after 576 epochs = 1.0830013751983643, accuracy = 0.8416666984558105
Model loss after 577 epochs = 1.082651138305664, accuracy = 0.8416666984558105
Model loss after 578 epochs = 1.0800096988677979, accuracy = 0.8416666984558105
Model loss after 579 epochs = 1.0787639617919922, accuracy = 0.8666667342185974
Model loss after 580 epochs = 1.075031042098999, accuracy = 0.8500000238418579
Model loss after 581 epochs = 1.0758618116378784, accuracy = 0.8500000238418579
Model loss after 582 epochs = 1.0739076137542725, accuracy = 0.8666667342185974
Model loss after 583 epochs = 1.0741714239120483, accuracy = 0.8500000238418579
Model loss after 584 epochs = 1.0760780572891235, accuracy = 0.8583333492279053
Model loss after 585 epochs = 1.079869031906128, accuracy = 0.8416666984558105
Model loss after 586 epochs = 1.0761544704437256, accuracy = 0.8416666984558105
Model loss after 587 epochs = 1.0756841897964478, accuracy = 0.8416666984558105
Model loss after 588 epochs = 1.0744154453277588, accuracy = 0.8416666984558105
Model loss after 589 epochs = 1.0753858089447021, accuracy = 0.8333333730697632
Model loss after 590 epochs = 1.0746854543685913, accuracy = 0.8500000238418579
Model loss after 591 epochs = 1.0724081993103027, accuracy = 0.8500000238418579
Model loss after 592 epochs = 1.0749582052230835, accuracy = 0.8500000238418579
Model loss after 593 epochs = 1.0752196311950684, accuracy = 0.8500000238418579
Model loss after 594 epochs = 1.074162244796753, accuracy = 0.8416666984558105
Model loss after 595 epochs = 1.0741523504257202, accuracy = 0.8500000238418579
Model loss after 596 epochs = 1.0768102407455444, accuracy = 0.8583333492279053
Model loss after 597 epochs = 1.0769665241241455, accuracy = 0.8500000238418579
Model loss after 598 epochs = 1.0760220289230347, accuracy = 0.8500000238418579
Model loss after 599 epochs = 1.0760713815689087, accuracy = 0.8500000238418579
Model loss after 600 epochs = 1.074867606163025, accuracy = 0.8500000238418579
Model loss after 601 epochs = 1.0745770931243896, accuracy = 0.8333333730697632
Model loss after 602 epochs = 1.0738672018051147, accuracy = 0.8583333492279053
Model loss after 603 epochs = 1.072230577468872, accuracy = 0.8500000238418579
Model loss after 604 epochs = 1.07479989528656, accuracy = 0.8333333730697632
Model loss after 605 epochs = 1.0742710828781128, accuracy = 0.8333333730697632
Model loss after 606 epochs = 1.0714905261993408, accuracy = 0.8416666984558105
Model loss after 607 epochs = 1.073370337486267, accuracy = 0.8583333492279053
Model loss after 608 epochs = 1.0705775022506714, accuracy = 0.8583333492279053
Model loss after 609 epochs = 1.073669195175171, accuracy = 0.8416666984558105
Model loss after 610 epochs = 1.073695421218872, accuracy = 0.8500000238418579
Model loss after 611 epochs = 1.0708649158477783, accuracy = 0.8583333492279053
Model loss after 612 epochs = 1.0701595544815063, accuracy = 0.8583333492279053
Model loss after 613 epochs = 1.0676761865615845, accuracy = 0.8666667342185974
Model loss after 614 epochs = 1.069183111190796, accuracy = 0.8666667342185974
Model loss after 615 epochs = 1.0712449550628662, accuracy = 0.8500000238418579
Model loss after 616 epochs = 1.0711727142333984, accuracy = 0.8666667342185974
Model loss after 617 epochs = 1.0730540752410889, accuracy = 0.8583333492279053
Model loss after 618 epochs = 1.0724061727523804, accuracy = 0.8416666984558105
Model loss after 619 epochs = 1.069911241531372, accuracy = 0.8666667342185974
Model loss after 620 epochs = 1.069217562675476, accuracy = 0.8666667342185974
Model loss after 621 epochs = 1.0678417682647705, accuracy = 0.8666667342185974
Model loss after 622 epochs = 1.0656369924545288, accuracy = 0.8666667342185974
Model loss after 623 epochs = 1.0679771900177002, accuracy = 0.8750000596046448
Model loss after 624 epochs = 1.073615550994873, accuracy = 0.8333333730697632
Model loss after 625 epochs = 1.07272469997406, accuracy = 0.8333333730697632
Model loss after 626 epochs = 1.0721774101257324, accuracy = 0.8583333492279053
Model loss after 627 epochs = 1.0699684619903564, accuracy = 0.8583333492279053
Model loss after 628 epochs = 1.0709152221679688, accuracy = 0.8583333492279053
Model loss after 629 epochs = 1.069291591644287, accuracy = 0.8500000238418579
Model loss after 630 epochs = 1.0668548345565796, accuracy = 0.8666667342185974
Model loss after 631 epochs = 1.0650073289871216, accuracy = 0.8583333492279053
Model loss after 632 epochs = 1.0656391382217407, accuracy = 0.8500000238418579
Model loss after 633 epochs = 1.0701123476028442, accuracy = 0.8500000238418579
Model loss after 634 epochs = 1.066619873046875, accuracy = 0.8583333492279053
Model loss after 635 epochs = 1.0666838884353638, accuracy = 0.8583333492279053
Model loss after 636 epochs = 1.0662018060684204, accuracy = 0.8500000238418579
Model loss after 637 epochs = 1.0621057748794556, accuracy = 0.8666667342185974
Model loss after 638 epochs = 1.0650705099105835, accuracy = 0.8500000238418579
Model loss after 639 epochs = 1.0669158697128296, accuracy = 0.8583333492279053
Model loss after 640 epochs = 1.0634338855743408, accuracy = 0.8583333492279053
Model loss after 641 epochs = 1.0650904178619385, accuracy = 0.8583333492279053
Model loss after 642 epochs = 1.0641793012619019, accuracy = 0.8583333492279053
Model loss after 643 epochs = 1.0637470483779907, accuracy = 0.8666667342185974
Model loss after 644 epochs = 1.0632504224777222, accuracy = 0.8666667342185974
Model loss after 645 epochs = 1.0628324747085571, accuracy = 0.8666667342185974
Model loss after 646 epochs = 1.0627000331878662, accuracy = 0.8583333492279053
Model loss after 647 epochs = 1.0615605115890503, accuracy = 0.8583333492279053
Model loss after 648 epochs = 1.0610805749893188, accuracy = 0.8583333492279053
Model loss after 649 epochs = 1.0605108737945557, accuracy = 0.8583333492279053
Model loss after 650 epochs = 1.0614473819732666, accuracy = 0.8583333492279053
Model loss after 651 epochs = 1.0568323135375977, accuracy = 0.8666667342185974
Model loss after 652 epochs = 1.058180809020996, accuracy = 0.8583333492279053
Model loss after 653 epochs = 1.0566003322601318, accuracy = 0.8666667342185974
Model loss after 654 epochs = 1.0583668947219849, accuracy = 0.8666667342185974
Model loss after 655 epochs = 1.0587265491485596, accuracy = 0.8666667342185974
Model loss after 656 epochs = 1.0568045377731323, accuracy = 0.8666667342185974
Model loss after 657 epochs = 1.0603430271148682, accuracy = 0.8750000596046448
Model loss after 658 epochs = 1.058963418006897, accuracy = 0.8583333492279053
Model loss after 659 epochs = 1.0594594478607178, accuracy = 0.8666667342185974
Model loss after 660 epochs = 1.061633825302124, accuracy = 0.8500000238418579
Model loss after 661 epochs = 1.0632888078689575, accuracy = 0.8500000238418579
Model loss after 662 epochs = 1.060666799545288, accuracy = 0.8583333492279053
Model loss after 663 epochs = 1.0598183870315552, accuracy = 0.8583333492279053
Model loss after 664 epochs = 1.0608643293380737, accuracy = 0.8666667342185974
Model loss after 665 epochs = 1.0573322772979736, accuracy = 0.8666667342185974
Model loss after 666 epochs = 1.0591984987258911, accuracy = 0.8583333492279053
Model loss after 667 epochs = 1.057531476020813, accuracy = 0.8750000596046448
Model loss after 668 epochs = 1.058434009552002, accuracy = 0.8666667342185974
Model loss after 669 epochs = 1.0581482648849487, accuracy = 0.8666667342185974
Model loss after 670 epochs = 1.059554100036621, accuracy = 0.8666667342185974
Model loss after 671 epochs = 1.0564857721328735, accuracy = 0.8666667342185974
Model loss after 672 epochs = 1.0562678575515747, accuracy = 0.8666667342185974
Model loss after 673 epochs = 1.0555354356765747, accuracy = 0.8666667342185974
Model loss after 674 epochs = 1.0580140352249146, accuracy = 0.8666667342185974
Model loss after 675 epochs = 1.0562759637832642, accuracy = 0.8666667342185974
Model loss after 676 epochs = 1.0540771484375, accuracy = 0.8666667342185974
Model loss after 677 epochs = 1.055989384651184, accuracy = 0.8500000238418579
Model loss after 678 epochs = 1.0562549829483032, accuracy = 0.8583333492279053
Model loss after 679 epochs = 1.051844835281372, accuracy = 0.8750000596046448
Model loss after 680 epochs = 1.054295301437378, accuracy = 0.8750000596046448
Model loss after 681 epochs = 1.0519217252731323, accuracy = 0.8750000596046448
Model loss after 682 epochs = 1.0528010129928589, accuracy = 0.8666667342185974
Model loss after 683 epochs = 1.0557754039764404, accuracy = 0.8666667342185974
Model loss after 684 epochs = 1.0506126880645752, accuracy = 0.8750000596046448
Model loss after 685 epochs = 1.0523794889450073, accuracy = 0.8666667342185974
Model loss after 686 epochs = 1.052033543586731, accuracy = 0.8750000596046448
Model loss after 687 epochs = 1.0507595539093018, accuracy = 0.8750000596046448
Model loss after 688 epochs = 1.0527926683425903, accuracy = 0.8750000596046448
Model loss after 689 epochs = 1.0527629852294922, accuracy = 0.8750000596046448
Model loss after 690 epochs = 1.0523525476455688, accuracy = 0.8750000596046448
Model loss after 691 epochs = 1.051138162612915, accuracy = 0.8750000596046448
Model loss after 692 epochs = 1.0507855415344238, accuracy = 0.8750000596046448
Model loss after 693 epochs = 1.0498193502426147, accuracy = 0.8750000596046448
Model loss after 694 epochs = 1.0505077838897705, accuracy = 0.8750000596046448
Model loss after 695 epochs = 1.0485726594924927, accuracy = 0.8750000596046448
Model loss after 696 epochs = 1.0505235195159912, accuracy = 0.8750000596046448
Model loss after 697 epochs = 1.0499229431152344, accuracy = 0.8750000596046448
Model loss after 698 epochs = 1.0508630275726318, accuracy = 0.8750000596046448
Model loss after 699 epochs = 1.0496327877044678, accuracy = 0.8750000596046448
Model loss after 700 epochs = 1.050429105758667, accuracy = 0.8666667342185974
Model loss after 701 epochs = 1.0495175123214722, accuracy = 0.8750000596046448
Model loss after 702 epochs = 1.0494248867034912, accuracy = 0.8750000596046448
Model loss after 703 epochs = 1.046936273574829, accuracy = 0.8833333849906921
Model loss after 704 epochs = 1.0481610298156738, accuracy = 0.8750000596046448
Model loss after 705 epochs = 1.0492013692855835, accuracy = 0.8583333492279053
Model loss after 706 epochs = 1.0482991933822632, accuracy = 0.8583333492279053
Model loss after 707 epochs = 1.0454908609390259, accuracy = 0.8666667342185974
Model loss after 708 epochs = 1.048850178718567, accuracy = 0.8583333492279053
Model loss after 709 epochs = 1.0500370264053345, accuracy = 0.8666667342185974
Model loss after 710 epochs = 1.0540181398391724, accuracy = 0.8583333492279053
Model loss after 711 epochs = 1.0529354810714722, accuracy = 0.8583333492279053
Model loss after 712 epochs = 1.051469326019287, accuracy = 0.8666667342185974
Model loss after 713 epochs = 1.0510960817337036, accuracy = 0.8666667342185974
Model loss after 714 epochs = 1.0468953847885132, accuracy = 0.8583333492279053
Model loss after 715 epochs = 1.0481430292129517, accuracy = 0.8666667342185974
Model loss after 716 epochs = 1.045760989189148, accuracy = 0.8750000596046448
Model loss after 717 epochs = 1.045731782913208, accuracy = 0.8666667342185974
Model loss after 718 epochs = 1.0476629734039307, accuracy = 0.8666667342185974
Model loss after 719 epochs = 1.0444118976593018, accuracy = 0.8666667342185974
Model loss after 720 epochs = 1.047753930091858, accuracy = 0.8583333492279053
Model loss after 721 epochs = 1.0483027696609497, accuracy = 0.8583333492279053
Model loss after 722 epochs = 1.0454210042953491, accuracy = 0.8583333492279053
Model loss after 723 epochs = 1.0459843873977661, accuracy = 0.8583333492279053
Model loss after 724 epochs = 1.046185851097107, accuracy = 0.8583333492279053
Model loss after 725 epochs = 1.0474236011505127, accuracy = 0.8583333492279053
Model loss after 726 epochs = 1.0472824573516846, accuracy = 0.8583333492279053
Model loss after 727 epochs = 1.045620322227478, accuracy = 0.8583333492279053
Model loss after 728 epochs = 1.0493396520614624, accuracy = 0.8583333492279053
Model loss after 729 epochs = 1.0518866777420044, accuracy = 0.8583333492279053
Model loss after 730 epochs = 1.046016812324524, accuracy = 0.8583333492279053
Model loss after 731 epochs = 1.045358419418335, accuracy = 0.8583333492279053
Model loss after 732 epochs = 1.042360782623291, accuracy = 0.8583333492279053
Model loss after 733 epochs = 1.043204426765442, accuracy = 0.8583333492279053
Model loss after 734 epochs = 1.0475531816482544, accuracy = 0.8583333492279053
Model loss after 735 epochs = 1.045482873916626, accuracy = 0.8583333492279053
Model loss after 736 epochs = 1.04443359375, accuracy = 0.8583333492279053
Model loss after 737 epochs = 1.0427916049957275, accuracy = 0.8666667342185974
Model loss after 738 epochs = 1.0474377870559692, accuracy = 0.8583333492279053
Model loss after 739 epochs = 1.043902039527893, accuracy = 0.8666667342185974
Model loss after 740 epochs = 1.0425699949264526, accuracy = 0.8583333492279053
Model loss after 741 epochs = 1.0514891147613525, accuracy = 0.8416666984558105
Model loss after 742 epochs = 1.0939706563949585, accuracy = 0.8166667222976685
Model loss after 743 epochs = 1.0933490991592407, accuracy = 0.8083333969116211
Model loss after 744 epochs = 1.0745905637741089, accuracy = 0.8750000596046448
Model loss after 745 epochs = 1.0733764171600342, accuracy = 0.8500000238418579
Model loss after 746 epochs = 1.0593374967575073, accuracy = 0.8666667342185974
Model loss after 747 epochs = 1.0648095607757568, accuracy = 0.8583333492279053
Model loss after 748 epochs = 1.061126470565796, accuracy = 0.8583333492279053
Model loss after 749 epochs = 1.0604431629180908, accuracy = 0.8416666984558105
Model loss after 750 epochs = 1.0596991777420044, accuracy = 0.8500000238418579
Model loss after 751 epochs = 1.0582512617111206, accuracy = 0.8583333492279053
Model loss after 752 epochs = 1.0586633682250977, accuracy = 0.8583333492279053
Model loss after 753 epochs = 1.0581918954849243, accuracy = 0.8583333492279053
